,summary,config,name
42,"{'_runtime': 7652.781507492065, 'eval_loss': 0.6553992625930547, '_timestamp': 1693546675.2965224, 'learning_rate': 1.128673196794301e-07, '_step': 3978, 'epoch': 101, '_wandb': {'runtime': 7647}, 'accuracy': 0.6189224704336399, 'train_loss': 0.5957207312950721}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_245_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_245_modded
43,"{'_step': 4719, 'epoch': 120, '_wandb': {'runtime': 9078}, 'accuracy': 0.6136662286465178, 'eval_loss': 0.6554915742724353, '_timestamp': 1693539004.2416067, 'train_loss': 0.5872398278652093, 'learning_rate': 2.7902698282910875e-08, '_runtime': 9078.713798761368}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_244_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_244_modded
44,"{'epoch': 127, 'accuracy': 0.5042047531992687, 'learning_rate': 1.28e-07, 'eval_loss': 0.752174957453856, '_timestamp': 1693529909.585496, 'train_loss': 0.6691406965255737, '_step': 128, '_wandb': {'runtime': 3410}, '_runtime': 3410.72976398468}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_243_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_243_modded
45,"{'eval_loss': 0.7415866517184073, 'train_loss': 0.6650083065032959, 'learning_rate': 0, '_step': 128, '_runtime': 3425.374610900879, 'accuracy': 0.5042047531992687, 'epoch': 127, '_wandb': {'runtime': 3424}, '_timestamp': 1693526481.4108398}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_242_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_242_modded
46,"{'epoch': 127, '_wandb': {'runtime': 3462}, 'accuracy': 0.5041591320072333, 'eval_loss': 0.7552675456669978, '_timestamp': 1693523039.325755, 'train_loss': 0.6768845915794373, '_step': 128, '_runtime': 3463.209406852722, 'learning_rate': 1.28e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_241_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_241_modded
47,"{'_wandb': {'runtime': 1910}, 'eval_loss': 0.7548344783011199, 'train_loss': 0.6674380302429199, 'learning_rate': 3.55e-07, '_step': 71, 'epoch': 70, '_runtime': 1910.9660522937777, 'accuracy': 0.5041591320072333, '_timestamp': 1693519558.4347444}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_240_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_240_modded
48,"{'_step': 3432, '_wandb': {'runtime': 5458}, 'accuracy': 0.6570397111913358, 'train_loss': 0.4324446458082933, 'learning_rate': 3.4542387178405736e-07, 'epoch': 43, '_runtime': 5459.369585037231, 'eval_loss': 0.629274422781808, '_timestamp': 1693517629.562575}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_239_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 5e-07, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_239_modded
49,"{'epoch': 41, 'train_loss': 0.4558582305908203, '_step': 3276, '_wandb': {'runtime': 5165}, '_runtime': 5166.389174699783, 'accuracy': 0.6678700361010831, 'eval_loss': 0.6369481222970145, '_timestamp': 1693512152.4518096, 'learning_rate': 3.393363010926751e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_238_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 5e-07, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_238_modded
50,"{'epoch': 68, '_runtime': 4991.436635971069, 'eval_loss': 0.6509958636698299, '_timestamp': 1693506966.052127, 'train_loss': 0.42157916533641326, 'learning_rate': 2.5612199465716826e-07, '_step': 2691, '_wandb': {'runtime': 4988}, 'accuracy': 0.6294349540078844}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_237_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 5e-07, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_237_modded
51,"{'learning_rate': 2.670686835650041e-07, '_step': 2379, '_runtime': 4215.382484912872, 'eval_loss': 0.6510051307877945, '_timestamp': 1693501956.273176, 'epoch': 60, '_wandb': {'runtime': 4214}, 'accuracy': 0.6320630749014454, 'train_loss': 0.4621713589399289}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_236_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 5e-07, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_236_modded
52,"{'_timestamp': 1693497724.3607445, 'epoch': 127, '_runtime': 3080.4051814079285, 'eval_loss': 0.7519709715369152, 'train_loss': 0.6884686350822449, 'learning_rate': 1.28e-07, '_step': 128, '_wandb': {'runtime': 3079}, 'accuracy': 0.5042047531992687}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_235_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 5e-07, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_235_modded
53,"{'_step': 128, 'epoch': 127, '_wandb': {'runtime': 3112}, 'accuracy': 0.5042047531992687, 'train_loss': 0.6758802533149719, '_runtime': 3113.085913181305, 'eval_loss': 0.7408118889345761, '_timestamp': 1693494627.4937742, 'learning_rate': 0}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_234_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 5e-07, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_234_modded
54,"{'_wandb': {'runtime': 2676}, '_runtime': 2677.922958612442, 'accuracy': 0.5041591320072333, '_timestamp': 1693491488.2876296, 'train_loss': 0.6729187369346619, 'learning_rate': 1.1e-07, '_step': 110, 'epoch': 109, 'eval_loss': 0.7563895517691023}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_233_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 5e-07, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_233_modded
55,"{'epoch': 64, '_runtime': 1611.042727947235, '_timestamp': 1693488785.467871, 'train_loss': 0.6593358516693115, 'learning_rate': 3.25e-07, '_step': 65, '_wandb': {'runtime': 1608}, 'accuracy': 0.5041591320072333, 'eval_loss': 0.755939461592305}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_232_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 5e-07, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_232_modded
56,"{'_wandb': {'runtime': 4479}, 'accuracy': 0.6498194945848376, 'eval_loss': 0.6406821114676339, '_timestamp': 1693487148.5825703, 'train_loss': 0.46936998611841446, '_step': 3120, 'epoch': 39, '_runtime': 4480.4932243824005, 'learning_rate': 3.6187262758329817e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_231_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_231_modded
57,"{'learning_rate': 3.590651558073654e-07, '_step': 2886, 'epoch': 36, '_wandb': {'runtime': 4310}, 'accuracy': 0.6425992779783394, 'eval_loss': 0.6475311279296875, 'train_loss': 0.4898811242519281, '_runtime': 4311.899050235748, '_timestamp': 1693482650.0031571}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_230_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_230_modded
58,"{'accuracy': 0.6366622864651774, 'eval_loss': 0.6515904371651056, '_timestamp': 1693478318.933741, 'train_loss': 0.4387061290251903, '_step': 2691, 'epoch': 68, '_wandb': {'runtime': 5019}, '_runtime': 5019.561935424805, 'learning_rate': 2.5612199465716826e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_229_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_229_modded
59,"{'eval_loss': 0.6535417646637762, 'learning_rate': 2.59096484055601e-07, '_wandb': {'runtime': 5000}, '_runtime': 5001.462742567062, 'accuracy': 0.6307490144546649, '_timestamp': 1693473281.8375025, 'train_loss': 0.4766240731263772, '_step': 2457, 'epoch': 62}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_228_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_228_modded
60,"{'accuracy': 0.5042047531992687, '_timestamp': 1693468264.0702295, 'train_loss': 0.7005665898323059, 'learning_rate': 1.28e-07, '_step': 128, 'epoch': 127, '_runtime': 3559.1634454727173, '_wandb': {'runtime': 3558}, 'eval_loss': 0.751933761507447}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_227_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_227_modded
61,"{'_runtime': 3495.9752385616302, 'accuracy': 0.5042047531992687, 'eval_loss': 0.7407376919573511, '_timestamp': 1693464688.6581757, 'train_loss': 0.6866891980171204, 'learning_rate': 0, 'epoch': 127, '_wandb': {'runtime': 3494}, '_step': 128}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_226_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_226_modded
62,"{'train_loss': 0.6995669603347778, 'learning_rate': 1.17e-07, '_step': 117, '_runtime': 3234.6013753414154, '_timestamp': 1693461176.169917, 'eval_loss': 0.7561699310479136, 'epoch': 116, '_wandb': {'runtime': 3234}, 'accuracy': 0.5041591320072333}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_225_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_225_modded
63,"{'learning_rate': 3.05e-07, '_step': 61, '_runtime': 1686.344440460205, 'accuracy': 0.5041591320072333, '_timestamp': 1693457923.4700625, 'epoch': 60, '_wandb': {'runtime': 1685}, 'eval_loss': 0.7559671567354588, 'train_loss': 0.6900428533554077}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_224_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0, 'learning_rate': 5e-07, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 100, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_224_modded
64,"{'_timestamp': 1693456218.9797146, 'train_loss': 0.6431741469945663, 'learning_rate': 7.813159004639392e-07, '_step': 2574, 'epoch': 32, '_wandb': {'runtime': 4181}, '_runtime': 4181.8538646698, 'accuracy': 0.6823104693140795, 'eval_loss': 0.6333388192313057}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_223_modded', 'train_file': None, 'use_modded': True, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': 0.05, 'learning_rate': 1e-06, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.2, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_223_modded
