"Name","Runtime","Notes","Tags","State","ID","User","Group","Job Type","Created","Updated","End Time","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","insert_dropout","param_config_id","seed","beta1","beta2","catch_dropout","dataset_seed","early_stopping_min_delta","early_stopping_patience","evaluation_steps","gradient_accumulation_steps","ignore_mismatched_sizes","learning_rate","lr_scheduler_type","max_length","max_train_steps","model_name_or_path","no_checkpointing","num_train_epochs","num_warmup_steps","original_gradient_fraction","output_dir","pad_to_max_length","per_device_eval_batch_size","per_device_train_batch_size","push_to_hub","report_to","run_generation","task","task_name","train_data_frac","training_size","use_modded","use_slow_tokenizer","warmup_steps_fraction","weight_decay","with_tracking","accuracy","eval_loss","eval_p_max","eval_p_var","accuracy.max","accuracy_mm","avg_eval_p_max","avg_eval_p_var","avg_grad_diff_all_classes","avg_grad_diff_per_class","avg_train_p0","avg_train_p_max","avg_train_p_var","best_accuracy","best_accuracy_epoch","best_accuracy_step","best_eval_loss","best_eval_loss_epoch","best_eval_loss_step","best_f1","best_f1_epoch","best_f1_step","best_matthews_correlation","best_matthews_correlation_epoch","best_matthews_correlation_step","best_pearson","best_pearson_epoch","best_pearson_step","best_spearmanr","best_spearmanr_epoch","best_spearmanr_step","epoch","eval_loss.min","eval_loss_mm","eval_p_max_mm","eval_p_var_mm","f1","matthews_correlation","pearson","spearmanr","test_accuracy","train_loss","train_p_max","train_p_var","train_st1_loss","train_st1_p_max","train_st2_loss","train_st2_p_max","vector_norms"
"16_S0_ID_105_MOD","313","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","azv9tly7","ricu","","","2024-01-03T01:17:24.000Z","2024-01-03T01:22:37.000Z","2024-01-03T01:22:37.000Z","","drax","","","","2","NVIDIA A40","0.28","pcid_1250","1","0.9","0.999","0","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_105","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7395204100311185","1.4540317058563232","0.9858778715133668","0.4785836338996887","","","","","0.022525906562805176","[0.022525906562805176,0.022525906562805176]","","","","0.7473915431081823","15","128","0.5658065676689148","5","48","","","","","","","","","","","","","35","","","","","","","","","","","","","0.001308894483372569","0.998691976070404","0.06673416495323181","0.9916821718215942","{""_type"":""histogram"",""bins"":[0.000001887005964817945,0.04392841085791588,0.08785492926836014,0.1317814588546753,0.17570798099040985,0.2196345031261444,0.2635610103607178,0.3074875473976135,0.3514140546321869,0.39534059166908264,0.4392671287059784,0.48319363594055176,0.5271201729774475,0.5710467100143433,0.6149731874465942,0.65889972448349,0.7028262615203857,0.7467527985572815,0.7906792759895325,0.8346058130264282,0.878532350063324,0.9224588871002197,0.9663853645324707,1.0103119611740112,1.0542384386062622,1.0981649160385132,1.1420915126800537,1.1860179901123047,1.2299444675445557,1.2738710641860962,1.3177975416183472,1.3617241382598877,1.4056506156921387],""values"":[495,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,1,1,1,4]}"
"16_S0_ID_104_MOD","828","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","e7elvh7i","ricu","","","2024-01-03T01:03:15.000Z","2024-01-03T01:17:03.000Z","2024-01-03T01:17:03.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1249","3","0.9","0.999","0","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_104","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7285374336445176","1.0354350805282593","0.9490908980369568","0.4236040413379669","","","","","0.016802316531538963","[0.016802318394184113,0.016802314668893814]","","","","0.7309170785282811","77","624","0.5828393697738647","25","208","","","","","","","","","","","","","97","","","","","","","","","","","","","0.006349337287247181","0.9936767220497132","0.036066025495529175","0.9811896681785583","{""_type"":""histogram"",""bins"":[9.580028290656628e-7,0.04361548647284508,0.08723001927137375,0.13084454834461212,0.1744590699672699,0.21807360649108887,0.26168814301490784,0.3053026497364044,0.3489171862602234,0.39253172278404236,0.43614625930786133,0.4797607660293579,0.5233753323554993,0.5669898390769958,0.6106043457984924,0.6542189121246338,0.6978334188461304,0.741447925567627,0.7850624918937683,0.8286769986152649,0.8722915649414062,0.9159060716629028,0.9595205783843994,1.003135085105896,1.0467497110366821,1.0903642177581787,1.1339787244796753,1.1775932312011719,1.2212077379226685,1.264822244644165,1.3084368705749512,1.3520513772964478,1.3956658840179443],""values"":[475,16,7,5,1,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2]}"
"16_S0_ID_103_MOD","780","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","fh5xn8nn","ricu","","","2024-01-03T00:49:54.000Z","2024-01-03T01:02:54.000Z","2024-01-03T01:02:54.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1249","2","0.9","0.999","0","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_103","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7516016840563793","0.913422167301178","0.9557974934577942","0.4305807054042816","","","","","0.023034442216157913","[0.023034442216157913,0.023034442216157913]","","","","0.7523338824821527","71","576","0.5564301013946533","17","144","","","","","","","","","","","","","91","","","","","","","","","","","","","0.00664552953094244","0.9933786988258362","0.0431901253759861","0.9805590510368348","{""bins"":[0.000001507864226368838,0.03911246359348297,0.07822342216968536,0.11733437329530716,0.15644533932209015,0.19555628299713135,0.23466724157333374,0.27377820014953613,0.3128891587257385,0.3520001173019409,0.3911110758781433,0.4302220344543457,0.4693329930305481,0.5084439516067505,0.5475549101829529,0.5866658687591553,0.6257768273353577,0.6648877859115601,0.7039987444877625,0.7431097030639648,0.7822206020355225,0.8213315606117249,0.8604425191879272,0.8995534777641296,0.938664436340332,0.9777753949165344,1.0168863534927368,1.055997371673584,1.0951082706451416,1.1342192888259888,1.1733301877975464,1.2124412059783936,1.2515521049499512],""values"":[472,12,6,7,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,1,2],""_type"":""histogram""}"
"16_S0_ID_102_MOD","427","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","40eypob4","ricu","","","2024-01-03T00:42:26.000Z","2024-01-03T00:49:33.000Z","2024-01-03T00:49:33.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1249","1","0.9","0.999","0","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_102","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.738788211605345","0.911565124988556","0.9555389285087584","0.42612728476524353","","","","","0.031496312469244","[0.031496308743953705,0.0314963161945343]","","","","0.7426322533406553","29","240","0.5736759305000305","13","112","","","","","","","","","","","","","49","","","","","","","","","","","","","0.019033007323741913","0.9811627864837646","0.07328304648399353","0.9678617119789124","{""bins"":[0.000021870295313419774,0.04170822724699974,0.08339458703994751,0.12508094310760498,0.16676729917526245,0.20845365524291992,0.2501400113105774,0.29182636737823486,0.33351272344589233,0.3751990795135498,0.41688546538352966,0.45857182145118713,0.5002581477165222,0.5419445037841797,0.5836308598518372,0.6253172159194946,0.6670035719871521,0.7086899280548096,0.7503763437271118,0.7920626997947693,0.8337490558624268,0.8754354119300842,0.9171217679977417,0.9588081240653992,1.0004944801330566,1.0421807765960693,1.0838671922683716,1.1255534887313843,1.1672399044036865,1.2089262008666992,1.2506126165390015,1.2922989130020142,1.3339853286743164],""_type"":""histogram"",""values"":[454,28,9,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,2,1,0,3]}"
"16_S0_ID_101_MOD","844","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","1t99msqh","ricu","","","2024-01-03T00:28:01.000Z","2024-01-03T00:42:05.000Z","2024-01-03T00:42:05.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1248","3","0.9","0.999","0","1","0","10","16","1","false","0.00001","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_101","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.732930624199158","1.1441627740859983","0.9609758257865906","0.44140514731407166","","","","","0.012119214050471784","[0.012119214981794356,0.012119213119149208]","","","","0.7338458722313747","89","720","0.5803102254867554","21","176","","","","","","","","","","","","","99","","","","","","","","","","","","","0.0035689277574419975","0.9964401125907898","0.02106434665620327","0.988084077835083","{""_type"":""histogram"",""bins"":[0.000009811294148676097,0.03735809773206711,0.07470639050006866,0.11205467581748962,0.14940296113491058,0.18675124645233154,0.2240995317697525,0.26144781708717346,0.2987961173057556,0.3361443877220154,0.37349268794059753,0.4108409881591797,0.44818925857543945,0.4855375587940216,0.5228858590126038,0.5602341294288635,0.5975823998451233,0.6349307298660278,0.6722790002822876,0.7096272706985474,0.7469755411148071,0.7843238711357117,0.8216721415519714,0.8590204119682312,0.8963687419891357,0.9337170124053955,0.9710652828216553,1.008413553237915,1.0457618236541748,1.0831102132797241,1.1204584836959839,1.1578067541122437,1.1951550245285034],""values"":[488,8,4,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1]}"
"16_S0_ID_100_MOD","845","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","83qkdvq0","ricu","","","2024-01-03T00:13:35.000Z","2024-01-03T00:27:40.000Z","2024-01-03T00:27:40.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1248","2","0.9","0.999","0","1","0","10","16","1","false","0.00001","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_100","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7526999816950394","0.9852258563041688","0.9635592699050904","0.44286900758743286","","","","","0.013736935332417488","[0.013736936263740064,0.01373693346977234]","","","","0.753066080907926","95","768","0.5711697936058044","13","112","","","","","","","","","","","","","99","","","","","","","","","","","","","0.004685529507696629","0.995326578617096","0.030179381370544434","0.9870729446411132","{""_type"":""histogram"",""bins"":[0.000002236865384475095,0.04315460845828056,0.08630697429180145,0.12945935130119324,0.17261171340942383,0.2157640904188156,0.2589164674282074,0.302068829536438,0.3452211916446686,0.38837358355522156,0.43152594566345215,0.47467830777168274,0.5178306698799133,0.5609830617904663,0.6041353940963745,0.6472877860069275,0.6904401779174805,0.7335925102233887,0.7767449021339417,0.8198972940444946,0.8630496263504028,0.9062020182609558,0.9493544101715088,0.992506742477417,1.0356590747833252,1.078811526298523,1.1219638586044312,1.1651161909103394,1.208268642425537,1.2514209747314453,1.2945733070373535,1.3377257585525513,1.3808780908584595],""values"":[487,9,3,3,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2]}"
"16_S0_ID_099_MOD","479","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","3dxpr4ri","ricu","","","2024-01-03T00:05:16.000Z","2024-01-03T00:13:15.000Z","2024-01-03T00:13:15.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1248","1","0.9","0.999","0","1","0","10","16","1","false","0.00001","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_099","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7409848068826652","1.0170631408691406","0.9685291051864624","0.4484930634498596","","","","","0.01467519998550415","[0.014675199054181576,0.01467519998550415]","","","","0.7435475013728721","35","288","0.5732479691505432","11","96","","","","","","","","","","","","","55","","","","","","","","","","","","","0.009086081758141518","0.9909570217132568","0.03581184521317482","0.982252597808838","{""_type"":""histogram"",""values"":[486,14,3,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2],""bins"":[0.000003130742925350205,0.04308660328388214,0.08617007732391357,0.129253551363945,0.17233702540397644,0.21542049944400787,0.2585039734840393,0.30158743262290955,0.3446709215641022,0.3877543807029724,0.43083786964416504,0.4739213287830353,0.5170047879219055,0.5600882768630981,0.6031717658042908,0.6462552547454834,0.6893386840820312,0.7324221730232239,0.7755056619644165,0.8185890913009644,0.861672580242157,0.9047560691833496,0.9478395581245422,0.9909229874610901,1.0340064764022827,1.0770899057388306,1.120173454284668,1.1632568836212158,1.2063404321670532,1.249423861503601,1.292507290840149,1.3355908393859863,1.3786742687225342]}"
"16_S0_ID_098_MOD","761","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","9uq2uo2y","ricu","","","2024-01-02T23:52:15.000Z","2024-01-03T00:04:56.000Z","2024-01-03T00:04:56.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1247","3","0.9","0.999","0","1","0","10","16","1","false","0.00002","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_098","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7256086399414241","1.4474998712539673","0.972446858882904","0.459515243768692","","","","","0.00366678019054234","[0.0036667785607278343,0.003666781820356846]","","","","0.7272560863994142","69","560","0.5866202712059021","13","112","","","","","","","","","","","","","89","","","","","","","","","","","","","0.0009207800030708312","0.9990798830986024","0.0062140352092683315","0.9965996146202089","{""_type"":""histogram"",""bins"":[0.000008672172953083646,0.0353679396212101,0.07072720676660538,0.10608647763729095,0.14144574105739594,0.1768050193786621,0.2121642827987671,0.24752354621887207,0.28288280963897705,0.31824207305908203,0.3536013662815094,0.3889606297016144,0.42431989312171936,0.45967915654182434,0.4950384199619293,0.5303977131843567,0.5657569766044617,0.6011162400245667,0.6364755034446716,0.6718347668647766,0.7071940302848816,0.7425532937049866,0.7779125571250916,0.8132718205451965,0.8486310839653015,0.8839903473854065,0.9193496704101562,0.9547089338302612,0.9900681972503662,1.0254274606704712,1.0607867240905762,1.0961459875106812,1.1315052509307861],""values"":[504,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]}"
"16_S0_ID_097_MOD","851","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","ltgg6t9m","ricu","","","2024-01-02T23:37:43.000Z","2024-01-02T23:51:54.000Z","2024-01-02T23:51:54.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1247","2","0.9","0.999","0","1","0","10","16","1","false","0.00002","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_097","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7559948746110196","1.188624382019043","0.9742945432662964","0.46057936549186707","","","","","0.005978272296488285","[0.005978270899504423,0.005978273693472147]","","","","0.7559948746110196","99","800","0.5644676685333252","9","80","","","","","","","","","","","","","99","","","","","","","","","","","","","0.0014509338652715087","0.998550295829773","0.010840813629329205","0.995241403579712","{""_type"":""histogram"",""bins"":[0.0000012134858025092399,0.03713225945830345,0.0742633044719696,0.11139434576034546,0.1485253870487213,0.18565642833709717,0.22278748452663422,0.2599185109138489,0.2970495820045471,0.334180623292923,0.37131166458129883,0.4084427058696747,0.44557374715805054,0.4827047884464264,0.5198358297348022,0.5569669008255005,0.594097912311554,0.6312289834022522,0.6683599948883057,0.7054910659790039,0.7426220774650574,0.7797531485557556,0.8168841600418091,0.8540152311325073,0.8911463022232056,0.928277313709259,0.9654083847999573,1.0025393962860107,1.039670467376709,1.0768015384674072,1.113932490348816,1.1510635614395142,1.1881946325302124],""values"":[505,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1]}"
"16_S0_ID_096_MOD","541","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","bt0y56l7","ricu","","","2024-01-02T23:28:22.000Z","2024-01-02T23:37:23.000Z","2024-01-02T23:37:23.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1247","1","0.9","0.999","0","1","0","10","16","1","false","0.00002","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_096","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7462932454695222","1.289557933807373","0.982850193977356","0.4731461703777313","","","","","0.012086473405361176","[0.012086473405361176,0.012086471542716026]","","","","0.7468423942888522","43","352","0.5791401863098145","7","64","","","","","","","","","","","","","63","","","","","","","","","","","","","0.001887127640657127","0.9981147050857544","0.03542088344693184","0.9933350682258606","{""values"":[498,4,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2],""_type"":""histogram"",""bins"":[6.758329504918947e-7,0.04389180615544319,0.08778293430805206,0.13167406618595123,0.1755651980638504,0.21945632994174957,0.26334744691848755,0.3072385787963867,0.3511297106742859,0.39502084255218506,0.43891197443008423,0.4828031063079834,0.5266942381858826,0.5705853700637817,0.6144765019416809,0.6583676338195801,0.7022587656974792,0.7461498975753784,0.7900410294532776,0.8339321613311768,0.8778232932090759,0.9217143654823303,0.9656054973602295,1.0094966888427734,1.0533877611160278,1.0972789525985718,1.1411700248718262,1.1850612163543701,1.2289522886276245,1.2728434801101685,1.3167345523834229,1.3606257438659668,1.4045168161392212]}"
"16_S0_ID_092_MOD","312","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","iid8vqnu","ricu","","","2024-01-02T23:20:21.000Z","2024-01-02T23:25:33.000Z","2024-01-02T23:25:33.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1245","3","0.9","0.999","0","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_092","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7267069375800842","1.4985700845718384","0.978760838508606","0.46699532866477966","","","","","0.001223949482664466","[0.0012239490170031786,0.0012239499483257532]","","","","0.7309170785282811","15","128","0.6343481540679932","7","64","","","","","","","","","","","","","35","","","","","","","","","","","","","0.0007929901476018131","0.999207317829132","0.001979587599635124","0.998040735721588","{""_type"":""histogram"",""values"":[495,11,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1],""bins"":[0.0000015059898714753217,0.004536046180874109,0.009070586413145065,0.013605126179754734,0.018139665946364403,0.022674206644296646,0.02720874734222889,0.03174328804016113,0.03627782687544823,0.04081236943602562,0.045346908271312714,0.04988144710659981,0.0544159896671772,0.058950528502464294,0.06348507106304169,0.06801960617303848,0.07255414873361588,0.07708869129419327,0.08162322640419006,0.08615776896476746,0.09069231152534485,0.09522684663534164,0.09976138919591904,0.10429593175649643,0.10883047431707382,0.11336500942707062,0.11789955198764801,0.1224340945482254,0.1269686371088028,0.131503164768219,0.1360377073287964,0.14057224988937378,0.14510679244995117]}"
"16_S0_ID_091_MOD","281","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","6kw3qhyf","ricu","","","2024-01-02T23:15:20.000Z","2024-01-02T23:20:01.000Z","2024-01-02T23:20:01.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1245","2","0.9","0.999","0","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_091","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7437305509793154","1.4210538864135742","0.983458936214447","0.47426676750183105","","","","","0.000827364856377244","[0.0008273669518530369,0.000827362819109112]","","","","0.7451949478308622","11","96","0.6265442967414856","3","32","","","","","","","","","","","","","31","","","","","","","","","","","","","0.00096885918173939","0.9990317225456238","0.0016900302143767476","0.9983123540878296","{""values"":[208,136,77,36,19,11,1,5,4,4,1,0,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1],""_type"":""histogram"",""bins"":[0.000001132023044192465,0.0005734710721299052,0.0011458101216703653,0.0017181491712108254,0.0022904882207512856,0.0028628273867070675,0.0034351663198322058,0.004007505252957344,0.004579844418913126,0.005152183584868908,0.00572452275082469,0.006296861916780472,0.006869200617074966,0.007441539783030748,0.00801387894898653,0.008586217649281025,0.009158557280898094,0.009730895981192589,0.010303235612809658,0.010875574313104153,0.011447913013398647,0.012020252645015717,0.012592591345310211,0.013164930045604706,0.013737269677221775,0.01430960837751627,0.014881948009133339,0.015454286709427834,0.016026625409722328,0.016598964110016823,0.017171304672956467,0.01774364337325096,0.018315982073545456]}"
"16_S0_ID_090_MOD","243","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","zu94wkqc","ricu","","","2024-01-02T23:10:57.000Z","2024-01-02T23:15:00.000Z","2024-01-02T23:15:00.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1245","1","0.9","0.999","0","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_090","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7279882848251876","1.4331399202346802","0.9817144870758056","0.47183310985565186","","","","","0.003917451482266188","[0.00391745287925005,0.003917450085282326]","","","","0.7391543108182317","7","64","0.5681813955307007","5","48","","","","","","","","","","","","","27","","","","","","","","","","","","","0.0013109538704156876","0.9986900091171264","0.006666678003966808","0.9960471987724304","{""_type"":""histogram"",""bins"":[0.000004239038389641792,0.03493946045637131,0.06987468153238297,0.10480991005897522,0.13974513113498688,0.17468035221099854,0.2096155732870102,0.24455079436302185,0.2794860303401947,0.31442123651504517,0.349356472492218,0.3842916786670685,0.41922691464424133,0.4541621208190918,0.48909735679626465,0.5240325927734375,0.5589678287506104,0.5939030051231384,0.6288382411003113,0.6637734770774841,0.698708713054657,0.7336438894271851,0.7685791254043579,0.8035143613815308,0.8384495973587036,0.8733848333358765,0.9083200097084045,0.9432552456855774,0.9781904816627502,1.0131256580352783,1.0480608940124512,1.082996129989624,1.1179313659667969],""values"":[505,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]}"
"16_S0_ID_089_MOD","716","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","vde8q63p","ricu","","","2024-01-02T22:58:39.000Z","2024-01-02T23:10:35.000Z","2024-01-02T23:10:35.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1244","3","0.9","0.999","0","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_089","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.728171334431631","1.0522921085357666","0.9565033316612244","0.43360865116119385","","","","","0.013086863793432713","[0.01308686938136816,0.01308685913681984]","","","","0.7294526816767344","63","512","0.568891167640686","21","176","","","","","","","","","","","","","83","","","","","","","","","","","","","0.006286386400461197","0.993743062019348","0.02407051995396614","0.9827089309692384","{""values"":[486,9,3,1,3,2,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1],""bins"":[7.984809258232417e-7,0.041228387504816055,0.08245597034692764,0.12368356436491013,0.164911150932312,0.2061387300491333,0.24736632406711578,0.28859391808509827,0.32982149720191956,0.37104907631874084,0.4122766852378845,0.4535042643547058,0.4947318434715271,0.5359594225883484,0.5771870017051697,0.6184146404266357,0.659642219543457,0.7008697986602783,0.7420973777770996,0.7833249568939209,0.8245525360107422,0.8657801151275635,0.9070077538490295,0.9482353329658508,0.9894629120826721,1.0306904315948486,1.0719181299209595,1.1131457090377808,1.154373288154602,1.1956008672714233,1.2368284463882446,1.278056025505066,1.3192836046218872],""_type"":""histogram""}"
"16_S0_ID_088_MOD","848","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","z91fyt0w","ricu","","","2024-01-02T22:44:10.000Z","2024-01-02T22:58:18.000Z","2024-01-02T22:58:18.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1244","2","0.9","0.999","0","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_088","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7473915431081823","0.9477577805519104","0.9573298692703248","0.4333349764347077","","","","","0.012555906549096107","[0.012555906549096107,0.012555906549096107]","","","","0.7481237415339557","87","704","0.5700287222862244","17","144","","","","","","","","","","","","","99","","","","","","","","","","","","","0.005941169336438179","0.9940794110298156","0.020487507805228233","0.9835850596427916","{""bins"":[3.3520498732286796e-7,0.0299012940376997,0.05980225279927254,0.08970321714878082,0.11960417032241821,0.1495051383972168,0.1794060915708542,0.20930704474449158,0.23920801281929016,0.26910898089408875,0.29900991916656494,0.3289108872413635,0.3588118553161621,0.3887127935886383,0.4186137616634369,0.4485147297382355,0.47841569781303406,0.5083166360855103,0.5382176041603088,0.5681185722351074,0.598019540309906,0.6279205083847046,0.6578214168548584,0.687722384929657,0.7176233530044556,0.7475243210792542,0.7774252891540527,0.8073262572288513,0.8372272253036499,0.8671281337738037,0.8970291018486023,0.9269300699234009,0.9568310379981995],""values"":[476,17,5,1,0,1,1,0,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1],""_type"":""histogram""}"
"16_S0_ID_087_MOD","465","-","NEW_GRAD_OUTPUT, SWP0, modded","finished","wb0fhbgk","ricu","","","2024-01-02T22:36:04.000Z","2024-01-02T22:43:49.000Z","2024-01-02T22:43:49.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1244","1","0.9","0.999","0","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_00_modded/run_087","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7371407651473549","0.9353153109550476","0.9564608335494996","0.4298102259635926","","","","","0.015192409977316856","[0.015192410908639433,0.015192409977316856]","","","","0.7411678564891085","33","272","0.5822950601577759","13","112","","","","","","","","","","","","","53","","","","","","","","","","","","","0.01321024727076292","0.986880362033844","0.03708603233098984","0.9787624478340148","{""_type"":""histogram"",""bins"":[0.000026221385269309394,0.04084094241261482,0.08165565878152847,0.12247037887573242,0.16328510642051697,0.20409981906414032,0.24491454660892487,0.2857292592525482,0.32654398679733276,0.3673587143421173,0.40817341208457947,0.448988139629364,0.48980286717414856,0.5306175947189331,0.5714322924613953,0.6122470498085022,0.6530617475509644,0.6938764452934265,0.7346912026405334,0.7755059003829956,0.8163205981254578,0.8571353554725647,0.8979500532150269,0.9387648105621338,0.979579508304596,1.020394206047058,1.061208963394165,1.102023720741272,1.1428383588790894,1.1836531162261963,1.2244678735733032,1.2652825117111206,1.3060972690582275],""values"":[482,16,5,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2]}"
